Time,Load (kW),hour,dayofweek,quarter,month,year
2018-09-22 17:00:00,1265755.406,17,5,3,9,2018
2018-09-22 18:00:00,1244052.796,18,5,3,9,2018
2018-09-22 19:00:00,1212491.314,19,5,3,9,2018
2018-09-22 20:00:00,1177637.256,20,5,3,9,2018
2018-09-22 21:00:00,1153993.1,21,5,3,9,2018
2018-09-22 22:00:00,1134396.592,22,5,3,9,2018
2018-09-22 23:00:00,1116898.992,23,5,3,9,2018
2018-09-23 00:00:00,1101538.64,0,6,3,9,2018
2018-09-23 01:00:00,1069417.568,1,6,3,9,2018
2018-09-23 02:00:00,1038494.438,2,6,3,9,2018
2018-09-23 03:00:00,1020961.762,3,6,3,9,2018
2018-09-23 04:00:00,1011605.774,4,6,3,9,2018
2018-09-23 05:00:00,1010849.084,5,6,3,9,2018
2018-09-23 06:00:00,1002430.674,6,6,3,9,2018
2018-09-23 07:00:00,1001591.756,7,6,3,9,2018
2018-09-23 08:00:00,1033221.224,8,6,3,9,2018
2018-09-23 09:00:00,1066477.134,9,6,3,9,2018
2018-09-23 10:00:00,1094227.496,10,6,3,9,2018
2018-09-23 11:00:00,1118221.942,11,6,3,9,2018
2018-09-23 12:00:00,1130551.756,12,6,3,9,2018
2018-09-23 13:00:00,1133467.582,13,6,3,9,2018
2018-09-23 14:00:00,1140152.964,14,6,3,9,2018
2018-09-23 15:00:00,1135783.046,15,6,3,9,2018
2018-09-23 16:00:00,1129627.938,16,6,3,9,2018
2018-09-23 17:00:00,1112924.866,17,6,3,9,2018
2018-09-23 18:00:00,1122861.826,18,6,3,9,2018
2018-09-23 19:00:00,1125045.694,19,6,3,9,2018
2018-09-23 20:00:00,1122819.756,20,6,3,9,2018
2018-09-23 21:00:00,1122291.09,21,6,3,9,2018
2018-09-23 22:00:00,1112947.944,22,6,3,9,2018
2018-09-23 23:00:00,1099085.43,23,6,3,9,2018
2018-09-24 00:00:00,1074111.138,0,0,3,9,2018
2018-09-24 01:00:00,1045960.04,1,0,3,9,2018
2018-09-24 02:00:00,1027016.306,2,0,3,9,2018
2018-09-24 03:00:00,1017563.772,3,0,3,9,2018
2018-09-24 04:00:00,1008850.662,4,0,3,9,2018
2018-09-24 05:00:00,1017626.49,5,0,3,9,2018
2018-09-24 06:00:00,1051604.446,6,0,3,9,2018
2018-09-24 07:00:00,1131100.006,7,0,3,9,2018
2018-09-24 08:00:00,1278833.158,8,0,3,9,2018
2018-09-24 09:00:00,1392939.694,9,0,3,9,2018
2018-09-24 10:00:00,1456976.926,10,0,3,9,2018
2018-09-24 11:00:00,1479876.242,11,0,3,9,2018
2018-09-24 12:00:00,1485258.87,12,0,3,9,2018
2018-09-24 13:00:00,1479065.182,13,0,3,9,2018
2018-09-24 14:00:00,1496801.218,14,0,3,9,2018
2018-09-24 15:00:00,1500580.818,15,0,3,9,2018
2018-09-24 16:00:00,1487268.546,16,0,3,9,2018
2018-09-24 17:00:00,1445683.954,17,0,3,9,2018
2018-09-24 18:00:00,1392044.61,18,0,3,9,2018
2018-09-24 19:00:00,1325252.628,19,0,3,9,2018
2018-09-24 20:00:00,1269020.488,20,0,3,9,2018
2018-09-24 21:00:00,1229305.552,21,0,3,9,2018
2018-09-24 22:00:00,1193927.37,22,0,3,9,2018
2018-09-24 23:00:00,1157193.366,23,0,3,9,2018
2018-09-25 00:00:00,1124271.78,0,1,3,9,2018
2018-09-25 01:00:00,1098293.326,1,1,3,9,2018
2018-09-25 02:00:00,1071418.212,2,1,3,9,2018
2018-09-25 03:00:00,1050708.08,3,1,3,9,2018
2018-09-25 04:00:00,1042779.504,4,1,3,9,2018
2018-09-25 05:00:00,1050789.006,5,1,3,9,2018
2018-09-25 06:00:00,1076745.458,6,1,3,9,2018
2018-09-25 07:00:00,1151428.054,7,1,3,9,2018
2018-09-25 08:00:00,1285313.39,8,1,3,9,2018
2018-09-25 09:00:00,1406133.546,9,1,3,9,2018
2018-09-25 10:00:00,1465850.128,10,1,3,9,2018
2018-09-25 11:00:00,1485041.754,11,1,3,9,2018
2018-09-25 12:00:00,1486468.158,12,1,3,9,2018
2018-09-25 13:00:00,1479221.722,13,1,3,9,2018
2018-09-25 14:00:00,1493793.314,14,1,3,9,2018
2018-09-25 15:00:00,1488976.652,15,1,3,9,2018
2018-09-25 16:00:00,1471717.55,16,1,3,9,2018
2018-09-25 17:00:00,1435162.706,17,1,3,9,2018
2018-09-25 18:00:00,1376787.01,18,1,3,9,2018
2018-09-25 19:00:00,1312630.008,19,1,3,9,2018
2018-09-25 20:00:00,1259862.148,20,1,3,9,2018
2018-09-25 21:00:00,1231610.556,21,1,3,9,2018
2018-09-25 22:00:00,1202496.972,22,1,3,9,2018
2018-09-25 23:00:00,1168339.078,23,1,3,9,2018
2018-09-26 00:00:00,1137589.048,0,2,3,9,2018
2018-09-26 01:00:00,1104894.678,1,2,3,9,2018
2018-09-26 02:00:00,1079427.428,2,2,3,9,2018
2018-09-26 03:00:00,1058951.008,3,2,3,9,2018
2018-09-26 04:00:00,1050426.002,4,2,3,9,2018
2018-09-26 05:00:00,1062219.792,5,2,3,9,2018
2018-09-26 06:00:00,1089763.232,6,2,3,9,2018
2018-09-26 07:00:00,1155745.872,7,2,3,9,2018
2018-09-26 08:00:00,1288990.686,8,2,3,9,2018
2018-09-26 09:00:00,1402375.322,9,2,3,9,2018
2018-09-26 10:00:00,1461455.986,10,2,3,9,2018
2018-09-26 11:00:00,1483676.772,11,2,3,9,2018
2018-09-26 12:00:00,1487895.336,12,2,3,9,2018
2018-09-26 13:00:00,1477172.638,13,2,3,9,2018
2018-09-26 14:00:00,1490465.426,14,2,3,9,2018
2018-09-26 15:00:00,1486213.534,15,2,3,9,2018
2018-09-26 16:00:00,1475732.86,16,2,3,9,2018
2018-09-26 17:00:00,1437935.434,17,2,3,9,2018
2018-09-26 18:00:00,1388698.456,18,2,3,9,2018
2018-09-26 19:00:00,1325354.18,19,2,3,9,2018
2018-09-26 20:00:00,1264225.332,20,2,3,9,2018
2018-09-26 21:00:00,1228072.182,21,2,3,9,2018
2018-09-26 22:00:00,1196263.822,22,2,3,9,2018
2018-09-26 23:00:00,1169650.666,23,2,3,9,2018
2018-09-27 00:00:00,1143589.316,0,3,3,9,2018
2018-09-27 01:00:00,1096106.97,1,3,3,9,2018
2018-09-27 02:00:00,1061027.308,2,3,3,9,2018
2018-09-27 03:00:00,1041479.442,3,3,3,9,2018
2018-09-27 04:00:00,1032577.952,4,3,3,9,2018
2018-09-27 05:00:00,1041253.628,5,3,3,9,2018
2018-09-27 06:00:00,1064463.056,6,3,3,9,2018
2018-09-27 07:00:00,1135062.736,7,3,3,9,2018
2018-09-27 08:00:00,1270865.632,8,3,3,9,2018
2018-09-27 09:00:00,1382434.966,9,3,3,9,2018
2018-09-27 10:00:00,1448786.416,10,3,3,9,2018
2018-09-27 11:00:00,1463276.126,11,3,3,9,2018
2018-09-27 12:00:00,1475340.094,12,3,3,9,2018
2018-09-27 13:00:00,1466640.236,13,3,3,9,2018
2018-09-27 14:00:00,1475307.334,14,3,3,9,2018
2018-09-27 15:00:00,1478196.938,15,3,3,9,2018
2018-09-27 16:00:00,1469396.1,16,3,3,9,2018
2018-09-27 17:00:00,1429412.286,17,3,3,9,2018
2018-09-27 18:00:00,1384481.156,18,3,3,9,2018
2018-09-27 19:00:00,1318314.926,19,3,3,9,2018
2018-09-27 20:00:00,1257099.85,20,3,3,9,2018
2018-09-27 21:00:00,1217012.676,21,3,3,9,2018
2018-09-27 22:00:00,1183069.598,22,3,3,9,2018
2018-09-27 23:00:00,1149807.242,23,3,3,9,2018
2018-09-28 00:00:00,1122004.192,0,4,3,9,2018
2018-09-28 01:00:00,1090206.108,1,4,3,9,2018
2018-09-28 02:00:00,1064664.248,2,4,3,9,2018
2018-09-28 03:00:00,1044920.636,3,4,3,9,2018
2018-09-28 04:00:00,1036354.934,4,4,3,9,2018
2018-09-28 05:00:00,1048550.456,5,4,3,9,2018
2018-09-28 06:00:00,1066440.818,6,4,3,9,2018
2018-09-28 07:00:00,1136186.056,7,4,3,9,2018
2018-09-28 08:00:00,1272292.684,8,4,3,9,2018
2018-09-28 09:00:00,1377816.226,9,4,3,9,2018
2018-09-28 10:00:00,1443371.216,10,4,3,9,2018
2018-09-28 11:00:00,1463085.314,11,4,3,9,2018
2018-09-28 12:00:00,1471507.848,12,4,3,9,2018
2018-09-28 13:00:00,1464515.206,13,4,3,9,2018
2018-09-28 14:00:00,1486470.73,14,4,3,9,2018
2018-09-28 15:00:00,1482793.518,15,4,3,9,2018
2018-09-28 16:00:00,1476780.506,16,4,3,9,2018
2018-09-28 17:00:00,1439569.074,17,4,3,9,2018
2018-09-28 18:00:00,1389328.596,18,4,3,9,2018
2018-09-28 19:00:00,1319168.324,19,4,3,9,2018
2018-09-28 20:00:00,1256726.306,20,4,3,9,2018
2018-09-28 21:00:00,1215938.366,21,4,3,9,2018
2018-09-28 22:00:00,1193695.612,22,4,3,9,2018
2018-09-28 23:00:00,1166819.712,23,4,3,9,2018
2018-09-29 00:00:00,1141461.324,0,5,3,9,2018
2018-09-29 01:00:00,1107711.404,1,5,3,9,2018
2018-09-29 02:00:00,1074345.312,2,5,3,9,2018
2018-09-29 03:00:00,1053798.052,3,5,3,9,2018
2018-09-29 04:00:00,1039276.55,4,5,3,9,2018
2018-09-29 05:00:00,1043029.632,5,5,3,9,2018
2018-09-29 06:00:00,1051432.148,6,5,3,9,2018
2018-09-29 07:00:00,1084663.678,7,5,3,9,2018
2018-09-29 08:00:00,1164710.26,8,5,3,9,2018
2018-09-29 09:00:00,1252112.302,9,5,3,9,2018
2018-09-29 10:00:00,1309365.478,10,5,3,9,2018
2018-09-29 11:00:00,1331036.722,11,5,3,9,2018
2018-09-29 12:00:00,1319707.414,12,5,3,9,2018
2018-09-29 13:00:00,1308451.522,13,5,3,9,2018
2018-09-29 14:00:00,1320444.664,14,5,3,9,2018
2018-09-29 15:00:00,1319082.668,15,5,3,9,2018
2018-09-29 16:00:00,1306664.856,16,5,3,9,2018
2018-09-29 17:00:00,1278702.664,17,5,3,9,2018
2018-09-29 18:00:00,1259264.63,18,5,3,9,2018
2018-09-29 19:00:00,1227332.984,19,5,3,9,2018
2018-09-29 20:00:00,1194990.204,20,5,3,9,2018
2018-09-29 21:00:00,1173708.798,21,5,3,9,2018
2018-09-29 22:00:00,1149375.9,22,5,3,9,2018
2018-09-29 23:00:00,1127646.06,23,5,3,9,2018
2018-09-30 00:00:00,1106227.974,0,6,3,9,2018
2018-09-30 01:00:00,1073467.282,1,6,3,9,2018
2018-09-30 02:00:00,1042428.784,2,6,3,9,2018
2018-09-30 03:00:00,1023729.508,3,6,3,9,2018
2018-09-30 04:00:00,1012323.83,4,6,3,9,2018
2018-09-30 05:00:00,1009084.668,5,6,3,9,2018
2018-09-30 06:00:00,1003402.198,6,6,3,9,2018
2018-09-30 07:00:00,1002554.296,7,6,3,9,2018
2018-09-30 08:00:00,1034647.18,8,6,3,9,2018
2018-09-30 09:00:00,1067591.332,9,6,3,9,2018
2018-09-30 10:00:00,1100132.912,10,6,3,9,2018
2018-09-30 11:00:00,1119392.974,11,6,3,9,2018
2018-09-30 12:00:00,1123966.202,12,6,3,9,2018
2018-09-30 13:00:00,1124098.19,13,6,3,9,2018
2018-09-30 14:00:00,1128947.212,14,6,3,9,2018
2018-09-30 15:00:00,1130928.864,15,6,3,9,2018
2018-09-30 16:00:00,1127203.866,16,6,3,9,2018
2018-09-30 17:00:00,1113649.666,17,6,3,9,2018
2018-09-30 18:00:00,1126439.52,18,6,3,9,2018
2018-09-30 19:00:00,1125654.932,19,6,3,9,2018
2018-09-30 20:00:00,1119574.674,20,6,3,9,2018
2018-09-30 21:00:00,1114209.876,21,6,3,9,2018
2018-09-30 22:00:00,1102644.182,22,6,3,9,2018
2018-09-30 23:00:00,1089548.58,23,6,3,9,2018
2018-10-01 00:00:00,1070870.644,0,0,4,10,2018
2018-10-01 01:00:00,1041889.794,1,0,4,10,2018
2018-10-01 02:00:00,1022109.712,2,0,4,10,2018
2018-10-01 03:00:00,1010950.45,3,0,4,10,2018
2018-10-01 04:00:00,1004221.482,4,0,4,10,2018
2018-10-01 05:00:00,1010950.692,5,0,4,10,2018
2018-10-01 06:00:00,1039046.812,6,0,4,10,2018
2018-10-01 07:00:00,1123701.354,7,0,4,10,2018
2018-10-01 08:00:00,1259052.196,8,0,4,10,2018
2018-10-01 09:00:00,1373422.048,9,0,4,10,2018
2018-10-01 10:00:00,1437867.974,10,0,4,10,2018
2018-10-01 11:00:00,1463640.294,11,0,4,10,2018
2018-10-01 12:00:00,1469746.116,12,0,4,10,2018
2018-10-01 13:00:00,1452426.788,13,0,4,10,2018
2018-10-01 14:00:00,1471950.158,14,0,4,10,2018
2018-10-01 15:00:00,1478555.536,15,0,4,10,2018
2018-10-01 16:00:00,1464796.332,16,0,4,10,2018
2018-10-01 17:00:00,1418835.21,17,0,4,10,2018
2018-10-01 18:00:00,1370222.41,18,0,4,10,2018
2018-10-01 19:00:00,1311084.758,19,0,4,10,2018
2018-10-01 20:00:00,1248772.322,20,0,4,10,2018
2018-10-01 21:00:00,1208895.42,21,0,4,10,2018
2018-10-01 22:00:00,1178221.416,22,0,4,10,2018
2018-10-01 23:00:00,1145865.428,23,0,4,10,2018
2018-10-02 00:00:00,1115140.624,0,1,4,10,2018
2018-10-02 01:00:00,1080421.514,1,1,4,10,2018
2018-10-02 02:00:00,1059178.896,2,1,4,10,2018
2018-10-02 03:00:00,1040935.158,3,1,4,10,2018
2018-10-02 04:00:00,1031592.294,4,1,4,10,2018
2018-10-02 05:00:00,1041514.328,5,1,4,10,2018
2018-10-02 06:00:00,1061617.554,6,1,4,10,2018
2018-10-02 07:00:00,1133383.164,7,1,4,10,2018
2018-10-02 08:00:00,1258609.228,8,1,4,10,2018
2018-10-02 09:00:00,1370156.972,9,1,4,10,2018
2018-10-02 10:00:00,1437509.544,10,1,4,10,2018
2018-10-02 11:00:00,1456325.97,11,1,4,10,2018
2018-10-02 12:00:00,1457348.41,12,1,4,10,2018
2018-10-02 13:00:00,1456850.298,13,1,4,10,2018
2018-10-02 14:00:00,1477941.196,14,1,4,10,2018
2018-10-02 15:00:00,1479459.87,15,1,4,10,2018
2018-10-02 16:00:00,1468171.552,16,1,4,10,2018
2018-10-02 17:00:00,1426390.372,17,1,4,10,2018
2018-10-02 18:00:00,1377163.908,18,1,4,10,2018
2018-10-02 19:00:00,1308531.51,19,1,4,10,2018
2018-10-02 20:00:00,1251095.602,20,1,4,10,2018
2018-10-02 21:00:00,1211597.78,21,1,4,10,2018
2018-10-02 22:00:00,1178949.706,22,1,4,10,2018
2018-10-02 23:00:00,1151662.326,23,1,4,10,2018
2018-10-03 00:00:00,1126516.994,0,2,4,10,2018
2018-10-03 01:00:00,1095953.44,1,2,4,10,2018
2018-10-03 02:00:00,1071934.31,2,2,4,10,2018
2018-10-03 03:00:00,1052788.678,3,2,4,10,2018
2018-10-03 04:00:00,1045555.26,4,2,4,10,2018
2018-10-03 05:00:00,1051538.23,5,2,4,10,2018
2018-10-03 06:00:00,1079874.072,6,2,4,10,2018
2018-10-03 07:00:00,1151325.114,7,2,4,10,2018
2018-10-03 08:00:00,1283171.948,8,2,4,10,2018
2018-10-03 09:00:00,1393859.086,9,2,4,10,2018
2018-10-03 10:00:00,1462090.928,10,2,4,10,2018
2018-10-03 11:00:00,1479828.248,11,2,4,10,2018
2018-10-03 12:00:00,1475253.034,12,2,4,10,2018
2018-10-03 13:00:00,1466897.694,13,2,4,10,2018
2018-10-03 14:00:00,1478358.79,14,2,4,10,2018
2018-10-03 15:00:00,1488177.968,15,2,4,10,2018
2018-10-03 16:00:00,1469161.242,16,2,4,10,2018
2018-10-03 17:00:00,1431639.81,17,2,4,10,2018
2018-10-03 18:00:00,1377393.064,18,2,4,10,2018
2018-10-03 19:00:00,1293535.264,19,2,4,10,2018
2018-10-03 20:00:00,1218498.234,20,2,4,10,2018
2018-10-03 21:00:00,1177414.666,21,2,4,10,2018
2018-10-03 22:00:00,1144631.558,22,2,4,10,2018
2018-10-03 23:00:00,1127983.524,23,2,4,10,2018
2018-10-04 00:00:00,1110357.374,0,3,4,10,2018
2018-10-04 01:00:00,1089590.33,1,3,4,10,2018
2018-10-04 02:00:00,1062394.84,2,3,4,10,2018
2018-10-04 03:00:00,1043096.492,3,3,4,10,2018
2018-10-04 04:00:00,1029097.844,4,3,4,10,2018
2018-10-04 05:00:00,1019164.714,5,3,4,10,2018
2018-10-04 06:00:00,1026052.1,6,3,4,10,2018
2018-10-04 07:00:00,1045200.01,7,3,4,10,2018
2018-10-04 08:00:00,1104110.578,8,3,4,10,2018
2018-10-04 09:00:00,1150486.186,9,3,4,10,2018
2018-10-04 10:00:00,1187679.258,10,3,4,10,2018
2018-10-04 11:00:00,1210834.806,11,3,4,10,2018
2018-10-04 12:00:00,1216053.626,12,3,4,10,2018
2018-10-04 13:00:00,1219319.298,13,3,4,10,2018
2018-10-04 14:00:00,1228716.4,14,3,4,10,2018
2018-10-04 15:00:00,1231542.016,15,3,4,10,2018
2018-10-04 16:00:00,1217882.354,16,3,4,10,2018
2018-10-04 17:00:00,1196691.204,17,3,4,10,2018
2018-10-04 18:00:00,1191650.746,18,3,4,10,2018
2018-10-04 19:00:00,1172438.27,19,3,4,10,2018
2018-10-04 20:00:00,1141337.108,20,3,4,10,2018
2018-10-04 21:00:00,1114610.394,21,3,4,10,2018
2018-10-04 22:00:00,1078753.736,22,3,4,10,2018
2018-10-04 23:00:00,1054636.114,23,3,4,10,2018
2018-10-05 00:00:00,1034542.46,0,4,4,10,2018
2018-10-05 01:00:00,1015526.04,1,4,4,10,2018
2018-10-05 02:00:00,998839.4441,2,4,4,10,2018
2018-10-05 03:00:00,994071.9821,3,4,4,10,2018
2018-10-05 04:00:00,987103.1121,4,4,4,10,2018
2018-10-05 05:00:00,996522.7021,5,4,4,10,2018
2018-10-05 06:00:00,1028446.918,6,4,4,10,2018
2018-10-05 07:00:00,1101170.346,7,4,4,10,2018
2018-10-05 08:00:00,1211191.292,8,4,4,10,2018
2018-10-05 09:00:00,1314842.908,9,4,4,10,2018
2018-10-05 10:00:00,1379425.244,10,4,4,10,2018
2018-10-05 11:00:00,1399077.014,11,4,4,10,2018
2018-10-05 12:00:00,1396757.902,12,4,4,10,2018
2018-10-05 13:00:00,1400704.768,13,4,4,10,2018
2018-10-05 14:00:00,1419414.342,14,4,4,10,2018
2018-10-05 15:00:00,1426194.206,15,4,4,10,2018
2018-10-05 16:00:00,1410533.89,16,4,4,10,2018
2018-10-05 17:00:00,1380579.67,17,4,4,10,2018
2018-10-05 18:00:00,1338576.648,18,4,4,10,2018
2018-10-05 19:00:00,1272168.728,19,4,4,10,2018
2018-10-05 20:00:00,1218955.336,20,4,4,10,2018
2018-10-05 21:00:00,1185816.29,21,4,4,10,2018
2018-10-05 22:00:00,1159062.39,22,4,4,10,2018
2018-10-05 23:00:00,1128612.078,23,4,4,10,2018
2018-10-06 00:00:00,1100300.91,0,5,4,10,2018
2018-10-06 01:00:00,1067014.412,1,5,4,10,2018
2018-10-06 02:00:00,1043319.576,2,5,4,10,2018
2018-10-06 03:00:00,1031545.436,3,5,4,10,2018
2018-10-06 04:00:00,1024484.768,4,5,4,10,2018
2018-10-06 05:00:00,1030015.612,5,5,4,10,2018
2018-10-06 06:00:00,1045762.186,6,5,4,10,2018
2018-10-06 07:00:00,1076568.212,7,5,4,10,2018
2018-10-06 08:00:00,1153019.758,8,5,4,10,2018
2018-10-06 09:00:00,1251831.908,9,5,4,10,2018
2018-10-06 10:00:00,1288682.98,10,5,4,10,2018
2018-10-06 11:00:00,1330882.856,11,5,4,10,2018
2018-10-06 12:00:00,1327723.044,12,5,4,10,2018
2018-10-06 13:00:00,1326442.784,13,5,4,10,2018
2018-10-06 14:00:00,1338389.12,14,5,4,10,2018
2018-10-06 15:00:00,1327930.41,15,5,4,10,2018
2018-10-06 16:00:00,1307944.846,16,5,4,10,2018
2018-10-06 17:00:00,1281751.63,17,5,4,10,2018
2018-10-06 18:00:00,1267850.008,18,5,4,10,2018
2018-10-06 19:00:00,1230270.448,19,5,4,10,2018
2018-10-06 20:00:00,1199220.398,20,5,4,10,2018
2018-10-06 21:00:00,1177606.29,21,5,4,10,2018
2018-10-06 22:00:00,1155322.06,22,5,4,10,2018
2018-10-06 23:00:00,1136935.368,23,5,4,10,2018
2018-10-07 00:00:00,1114069.59,0,6,4,10,2018
2018-10-07 01:00:00,1086952.336,1,6,4,10,2018
2018-10-07 02:00:00,1060982.982,2,6,4,10,2018
2018-10-07 03:00:00,1039199.946,3,6,4,10,2018
2018-10-07 04:00:00,1029498.308,4,6,4,10,2018
2018-10-07 05:00:00,1025661.722,5,6,4,10,2018
2018-10-07 06:00:00,1027027.46,6,6,4,10,2018
2018-10-07 07:00:00,1031135.298,7,6,4,10,2018
2018-10-07 08:00:00,1067150.718,8,6,4,10,2018
2018-10-07 09:00:00,1103353.198,9,6,4,10,2018
2018-10-07 10:00:00,1138383.284,10,6,4,10,2018
2018-10-07 11:00:00,1157387.09,11,6,4,10,2018
2018-10-07 12:00:00,1168150.058,12,6,4,10,2018
2018-10-07 13:00:00,1170774.002,13,6,4,10,2018
2018-10-07 14:00:00,1179899.826,14,6,4,10,2018
2018-10-07 15:00:00,1180897.938,15,6,4,10,2018
2018-10-07 16:00:00,1169761.644,16,6,4,10,2018
2018-10-07 17:00:00,1156323.384,17,6,4,10,2018
2018-10-07 18:00:00,1167029.436,18,6,4,10,2018
2018-10-07 19:00:00,1161066.572,19,6,4,10,2018
2018-10-07 20:00:00,1154910.098,20,6,4,10,2018
2018-10-07 21:00:00,1143240.526,21,6,4,10,2018
2018-10-07 22:00:00,1131710.258,22,6,4,10,2018
2018-10-07 23:00:00,1116431.606,23,6,4,10,2018
2018-10-08 00:00:00,1092940.256,0,0,4,10,2018
2018-10-08 01:00:00,1066364.892,1,0,4,10,2018
2018-10-08 02:00:00,1045025.802,2,0,4,10,2018
2018-10-08 03:00:00,1034415.646,3,0,4,10,2018
2018-10-08 04:00:00,1030753.538,4,0,4,10,2018
2018-10-08 05:00:00,1035239.182,5,0,4,10,2018
2018-10-08 06:00:00,1069336.796,6,0,4,10,2018
2018-10-08 07:00:00,1143913.018,7,0,4,10,2018
2018-10-08 08:00:00,1288709.138,8,0,4,10,2018
2018-10-08 09:00:00,1410291.12,9,0,4,10,2018
2018-10-08 10:00:00,1439888.907,10,0,4,10,2018
2018-10-08 11:00:00,1450168.526,11,0,4,10,2018
2018-10-08 12:00:00,1474030.282,12,0,4,10,2018
2018-10-08 13:00:00,1477590.572,13,0,4,10,2018
2018-10-08 14:00:00,1492228.58,14,0,4,10,2018
2018-10-08 15:00:00,1487922.236,15,0,4,10,2018
2018-10-08 16:00:00,1460506.456,16,0,4,10,2018
2018-10-08 17:00:00,1420052.516,17,0,4,10,2018
2018-10-08 18:00:00,1376736.99,18,0,4,10,2018
2018-10-08 19:00:00,1308001.26,19,0,4,10,2018
2018-10-08 20:00:00,1245604.026,20,0,4,10,2018
2018-10-08 21:00:00,1205862.686,21,0,4,10,2018
2018-10-08 22:00:00,1180074.682,22,0,4,10,2018
2018-10-08 23:00:00,1145537.972,23,0,4,10,2018
2018-10-09 00:00:00,1116895.968,0,1,4,10,2018
2018-10-09 01:00:00,1082942.652,1,1,4,10,2018
2018-10-09 02:00:00,1055931.12,2,1,4,10,2018
2018-10-09 03:00:00,1035493.314,3,1,4,10,2018
2018-10-09 04:00:00,1021610.748,4,1,4,10,2018
2018-10-09 05:00:00,1033818.236,5,1,4,10,2018
2018-10-09 06:00:00,1056928.928,6,1,4,10,2018
2018-10-09 07:00:00,1125386.464,7,1,4,10,2018
2018-10-09 08:00:00,1247332.18,8,1,4,10,2018
2018-10-09 09:00:00,1360331.088,9,1,4,10,2018
2018-10-09 10:00:00,1417483.148,10,1,4,10,2018
2018-10-09 11:00:00,1427853.054,11,1,4,10,2018
2018-10-09 12:00:00,1426189.432,12,1,4,10,2018
2018-10-09 13:00:00,1410850.09,13,1,4,10,2018
2018-10-09 14:00:00,1426350.874,14,1,4,10,2018
2018-10-09 15:00:00,1438399.71,15,1,4,10,2018
2018-10-09 16:00:00,1433938.068,16,1,4,10,2018
2018-10-09 17:00:00,1397070.266,17,1,4,10,2018
2018-10-09 18:00:00,1350807.772,18,1,4,10,2018
2018-10-09 19:00:00,1283208.026,19,1,4,10,2018
2018-10-09 20:00:00,1220456.416,20,1,4,10,2018
2018-10-09 21:00:00,1186348.608,21,1,4,10,2018
2018-10-09 22:00:00,1149305.502,22,1,4,10,2018
2018-10-09 23:00:00,1116020.318,23,1,4,10,2018
2018-10-10 00:00:00,1089821.264,0,2,4,10,2018
2018-10-10 01:00:00,1060172.23,1,2,4,10,2018
2018-10-10 02:00:00,1037395.248,2,2,4,10,2018
2018-10-10 03:00:00,1021952.494,3,2,4,10,2018
2018-10-10 04:00:00,1009598.652,4,2,4,10,2018
2018-10-10 05:00:00,1023290.076,5,2,4,10,2018
2018-10-10 06:00:00,1047428.008,6,2,4,10,2018
2018-10-10 07:00:00,1108335.816,7,2,4,10,2018
2018-10-10 08:00:00,1224537.83,8,2,4,10,2018
2018-10-10 09:00:00,1334830.384,9,2,4,10,2018
2018-10-10 10:00:00,1400614.604,10,2,4,10,2018
2018-10-10 11:00:00,1422200.57,11,2,4,10,2018
2018-10-10 12:00:00,1422619.048,12,2,4,10,2018
2018-10-10 13:00:00,1416497.722,13,2,4,10,2018
2018-10-10 14:00:00,1434265.62,14,2,4,10,2018
2018-10-10 15:00:00,1445110.106,15,2,4,10,2018
2018-10-10 16:00:00,1434422.338,16,2,4,10,2018
2018-10-10 17:00:00,1392804.564,17,2,4,10,2018
2018-10-10 18:00:00,1342507.76,18,2,4,10,2018
2018-10-10 19:00:00,1274559.216,19,2,4,10,2018
2018-10-10 20:00:00,1217385.786,20,2,4,10,2018
2018-10-10 21:00:00,1180510.74,21,2,4,10,2018
2018-10-10 22:00:00,1152179.706,22,2,4,10,2018
2018-10-10 23:00:00,1124199.934,23,2,4,10,2018
2018-10-11 00:00:00,1099156.676,0,3,4,10,2018
2018-10-11 01:00:00,1075389.36,1,3,4,10,2018
2018-10-11 02:00:00,1052205.896,2,3,4,10,2018
2018-10-11 03:00:00,1031519.506,3,3,4,10,2018
2018-10-11 04:00:00,1024743.182,4,3,4,10,2018
2018-10-11 05:00:00,1035877.902,5,3,4,10,2018
2018-10-11 06:00:00,1061821.374,6,3,4,10,2018
2018-10-11 07:00:00,1126091.39,7,3,4,10,2018
2018-10-11 08:00:00,1251738.496,8,3,4,10,2018
2018-10-11 09:00:00,1356981.384,9,3,4,10,2018
2018-10-11 10:00:00,1419906.918,10,3,4,10,2018
2018-10-11 11:00:00,1440205.454,11,3,4,10,2018
2018-10-11 12:00:00,1448066.068,12,3,4,10,2018
2018-10-11 13:00:00,1444231.256,13,3,4,10,2018
2018-10-11 14:00:00,1457577.442,14,3,4,10,2018
2018-10-11 15:00:00,1459186.57,15,3,4,10,2018
2018-10-11 16:00:00,1447041.438,16,3,4,10,2018
2018-10-11 17:00:00,1411276.17,17,3,4,10,2018
2018-10-11 18:00:00,1365282.998,18,3,4,10,2018
2018-10-11 19:00:00,1308787.58,19,3,4,10,2018
2018-10-11 20:00:00,1252005.398,20,3,4,10,2018
2018-10-11 21:00:00,1214267.324,21,3,4,10,2018
2018-10-11 22:00:00,1171724.46,22,3,4,10,2018
2018-10-11 23:00:00,1133480.274,23,3,4,10,2018
2018-10-12 00:00:00,1104381.34,0,4,4,10,2018
2018-10-12 01:00:00,1078044.238,1,4,4,10,2018
