Time,Cloud Cover (%),Pressure_kpa,Temperature (C) ,Wind Direction (deg),Wind Speed (kmh)
9/12/2018 12:00,5,1013,20,315,10
9/12/2018 13:00,5,1013,20,317,11
9/12/2018 14:00,4,1013,18,318,12
9/12/2018 15:00,4,1013,18,319,14
9/12/2018 16:00,4,1013,16,326,13
9/12/2018 17:00,4,1014,14,332,12
9/12/2018 18:00,4,1014,14,338,12
9/12/2018 19:00,4,1014,12,228,10
9/12/2018 20:00,3,1014,12,119,7
9/12/2018 21:00,3,1015,12,9,5
9/12/2018 22:00,3,1014,10,13,6
9/12/2018 23:00,3,1014,10,17,8
10/12/2018 0:00,3,1014,10,21,9
10/12/2018 1:00,3,1014,10,28,9
10/12/2018 2:00,3,1013,10,34,9
10/12/2018 3:00,3,1013,8,40,8
10/12/2018 4:00,3,1014,10,42,8
10/12/2018 5:00,4,1014,10,44,8
10/12/2018 6:00,5,1014,10,46,8
10/12/2018 7:00,5,1015,14,48,7
10/12/2018 8:00,6,1015,16,50,6
10/12/2018 9:00,6,1015,18,52,5
10/12/2018 10:00,6,1014,20,136,7
10/12/2018 11:00,6,1013,20,220,10
10/12/2018 12:00,6,1012,22,304,12
10/12/2018 13:00,6,1012,20,306,12
10/12/2018 14:00,7,1012,18,309,12
10/12/2018 15:00,7,1012,16,312,12
10/12/2018 16:00,8,1013,16,321,11
10/12/2018 17:00,8,1013,14,331,11
10/12/2018 18:00,8,1014,14,341,10
10/12/2018 19:00,8,1014,14,238,8
10/12/2018 20:00,7,1014,14,134,6
10/12/2018 21:00,7,1015,12,31,4
10/12/2018 22:00,7,1014,12,37,4
10/12/2018 23:00,6,1014,12,43,4
11/12/2018 0:00,6,1014,12,50,4
11/12/2018 1:00,6,1014,12,42,5
11/12/2018 2:00,6,1014,10,34,6
11/12/2018 3:00,6,1014,10,26,7
11/12/2018 4:00,6,1014,12,24,8
11/12/2018 5:00,6,1014,12,22,10
11/12/2018 6:00,6,1014,14,20,11
11/12/2018 7:00,6,1014,14,130,9
11/12/2018 8:00,5,1014,16,240,8
11/12/2018 9:00,4,1015,18,350,6
11/12/2018 10:00,4,1014,18,337,9
11/12/2018 11:00,4,1013,20,323,11
11/12/2018 12:00,4,1012,20,310,14
11/12/2018 13:00,4,1012,18,313,13
11/12/2018 14:00,4,1012,18,316,13
11/12/2018 15:00,4,1012,16,320,12
11/12/2018 16:00,4,1012,16,327,12
11/12/2018 17:00,4,1013,14,334,11
11/12/2018 18:00,4,1013,12,340,11
11/12/2018 19:00,4,1013,12,230,10
11/12/2018 20:00,5,1014,12,120,9
11/12/2018 21:00,5,1014,10,10,8
11/12/2018 22:00,6,1014,10,126,9
11/12/2018 23:00,6,1013,10,242,10
12/12/2018 0:00,6,1013,10,358,11
12/12/2018 1:00,7,1013,8,240,12
12/12/2018 2:00,8,1013,8,123,12
12/12/2018 3:00,9,1013,8,5,12
12/12/2018 4:00,10,1014,8,6,13
12/12/2018 5:00,11,1014,8,6,15
12/12/2018 6:00,12,1015,8,7,16
12/12/2018 7:00,13,1015,10,123,16
12/12/2018 8:00,14,1015,12,240,16
12/12/2018 9:00,15,1016,14,356,16
12/12/2018 10:00,13,1015,14,352,18
12/12/2018 11:00,12,1014,16,348,20
12/12/2018 12:00,10,1013,16,344,22
12/12/2018 13:00,9,1013,14,343,21
12/12/2018 14:00,8,1014,14,342,20
12/12/2018 15:00,6,1014,12,341,18
12/12/2018 16:00,4,1014,12,228,18
12/12/2018 17:00,2,1014,10,115,18
12/12/2018 18:00,0,1014,8,2,18
12/12/2018 19:00,0,1015,8,3,16
12/12/2018 20:00,0,1015,6,4,14
12/12/2018 21:00,0,1015,6,6,13
12/12/2018 22:00,0,1015,4,8,14
12/12/2018 23:00,0,1014,4,10,16
13/12/2018 0:00,0,1014,4,13,18
13/12/2018 1:00,0,1014,2,11,17
13/12/2018 2:00,0,1015,0,10,17
13/12/2018 3:00,0,1015,0,9,16
13/12/2018 4:00,0,1015,0,12,17
13/12/2018 5:00,0,1016,0,15,17
13/12/2018 6:00,0,1016,0,19,18
13/12/2018 7:00,0,1016,4,17,17
13/12/2018 8:00,0,1016,6,15,16
13/12/2018 9:00,0,1016,10,13,14
13/12/2018 10:00,0,1015,12,9,15
13/12/2018 11:00,0,1014,14,6,15
13/12/2018 12:00,0,1013,16,3,15
13/12/2018 13:00,0,1013,14,117,16
13/12/2018 14:00,0,1013,14,232,16
13/12/2018 15:00,0,1013,14,346,16
13/12/2018 16:00,0,1013,12,350,17
13/12/2018 17:00,0,1013,10,354,19
13/12/2018 18:00,0,1014,10,359,21
13/12/2018 19:00,0,1014,8,247,18
13/12/2018 20:00,0,1014,6,134,15
13/12/2018 21:00,0,1014,4,22,13
13/12/2018 22:00,0,1014,4,31,13
13/12/2018 23:00,0,1014,4,39,14
14/12/2018 0:00,0,1014,2,47,15
14/12/2018 1:00,0,1014,2,49,15
14/12/2018 2:00,0,1014,2,51,16
14/12/2018 3:00,0,1014,2,52,17
14/12/2018 4:00,0,1014,2,54,15
14/12/2018 5:00,0,1015,2,55,14
14/12/2018 6:00,0,1015,2,57,13
14/12/2018 7:00,0,1015,4,59,12
14/12/2018 8:00,0,1015,8,62,10
14/12/2018 9:00,0,1016,12,65,9
14/12/2018 10:00,0,1015,14,49,8
14/12/2018 11:00,0,1014,14,33,7
14/12/2018 12:00,0,1013,16,17,6
14/12/2018 13:00,0,1013,16,124,8
14/12/2018 14:00,0,1013,14,232,10
14/12/2018 15:00,0,1013,14,339,11
14/12/2018 16:00,0,1013,12,344,12
14/12/2018 17:00,0,1014,10,350,12
14/12/2018 18:00,0,1014,10,355,13
14/12/2018 19:00,0,1015,8,260,12
14/12/2018 20:00,0,1015,6,164,10
14/12/2018 21:00,0,1015,6,69,9
14/12/2018 22:00,0,1015,4,73,11
14/12/2018 23:00,0,1015,4,77,12
15/12/2018 0:00,0,1015,4,81,13
15/12/2018 1:00,0,1015,2,76,12
15/12/2018 2:00,0,1015,2,72,11
15/12/2018 3:00,0,1014,2,67,10
15/12/2018 4:00,0,1015,2,71,12
15/12/2018 5:00,0,1016,2,74,13
15/12/2018 6:00,0,1016,2,78,14
15/12/2018 7:00,0,1016,6,76,13
15/12/2018 8:00,0,1017,10,75,12
15/12/2018 9:00,0,1017,14,73,10
15/12/2018 10:00,0,1016,16,52,9
15/12/2018 11:00,0,1015,16,30,9
15/12/2018 12:00,0,1014,18,9,8
15/12/2018 13:00,0,1014,16,117,10
15/12/2018 14:00,0,1014,16,226,13
15/12/2018 15:00,0,1014,14,334,15
15/12/2018 16:00,0,1015,14,341,16
15/12/2018 17:00,0,1015,12,347,16
15/12/2018 18:00,0,1016,10,354,16
15/12/2018 19:00,0,1016,8,242,14
15/12/2018 20:00,0,1016,6,131,11
15/12/2018 21:00,0,1016,6,19,9
15/12/2018 22:00,0,1016,4,31,10
15/12/2018 23:00,0,1016,4,43,11
16/12/2018 0:00,0,1016,4,54,13
16/12/2018 1:00,0,1016,4,62,13
16/12/2018 2:00,0,1016,4,70,13
16/12/2018 3:00,0,1016,4,78,13
16/12/2018 4:00,0,1017,4,78,13
16/12/2018 5:00,0,1018,4,79,14
16/12/2018 6:00,0,1018,4,80,14
16/12/2018 7:00,0,1018,8,78,13
16/12/2018 8:00,0,1018,12,76,11
16/12/2018 9:00,0,1018,14,74,10
16/12/2018 10:00,0,1018,16,56,8
16/12/2018 11:00,0,1017,18,39,6
16/12/2018 12:00,0,1016,18,21,4
16/12/2018 13:00,0,1016,18,124,6
16/12/2018 14:00,0,1016,16,227,8
16/12/2018 15:00,0,1016,16,330,10
16/12/2018 16:00,0,1016,14,337,11
16/12/2018 17:00,0,1017,12,343,12
16/12/2018 18:00,0,1018,10,349,13
16/12/2018 19:00,0,1018,10,247,11
16/12/2018 20:00,0,1018,8,145,9
16/12/2018 21:00,0,1018,6,43,8
16/12/2018 22:00,0,1017,6,52,8
16/12/2018 23:00,0,1017,6,62,9
17/12/2018 0:00,0,1017,4,72,10
17/12/2018 1:00,0,1017,4,75,10
17/12/2018 2:00,0,1017,4,79,11
17/12/2018 3:00,0,1017,4,83,11
17/12/2018 4:00,0,1018,4,82,11
17/12/2018 5:00,0,1019,4,82,12
17/12/2018 6:00,0,1019,4,82,12
17/12/2018 7:00,0,1020,8,79,11
17/12/2018 8:00,0,1020,12,76,10
17/12/2018 9:00,0,1020,14,74,10
17/12/2018 10:00,0,1019,16,169,8
17/12/2018 11:00,0,1018,18,264,6
17/12/2018 12:00,0,1017,18,359,4
17/12/2018 13:00,0,1017,18,340,6
17/12/2018 14:00,0,1017,16,322,9
17/12/2018 15:00,0,1017,16,304,12
17/12/2018 16:00,0,1017,14,314,12
17/12/2018 17:00,1,1018,12,325,13
17/12/2018 18:00,1,1018,10,336,13
17/12/2018 19:00,3,1018,8,234,11
17/12/2018 20:00,4,1018,8,132,8
17/12/2018 21:00,6,1018,6,31,6
17/12/2018 22:00,4,1018,10,29,8
17/12/2018 23:00,2,1018,12,27,9
18/12/2018 0:00,1,1018,16,25,11
18/12/2018 1:00,1,1018,16,33,10
18/12/2018 2:00,1,1017,14,40,10
18/12/2018 3:00,1,1017,14,48,9
18/12/2018 4:00,2,1017,12,54,9
18/12/2018 5:00,3,1018,12,61,9
18/12/2018 6:00,4,1018,10,67,9
18/12/2018 7:00,4,1018,10,68,8
18/12/2018 8:00,5,1019,10,68,8
18/12/2018 9:00,5,1020,12,69,7
18/12/2018 10:00,4,1019,14,92,7
18/12/2018 11:00,3,1019,16,115,6
18/12/2018 12:00,3,1018,18,139,6
18/12/2018 13:00,2,1018,20,189,8
18/12/2018 14:00,1,1017,20,240,10
18/12/2018 15:00,0,1017,22,291,13
18/12/2018 16:00,0,1017,20,298,13
18/12/2018 17:00,0,1017,20,305,14
18/12/2018 18:00,0,1017,18,312,14
18/12/2018 19:00,0,1017,16,285,13
18/12/2018 20:00,0,1018,14,259,11
18/12/2018 21:00,0,1018,12,233,10
18/12/2018 22:00,0,1018,12,165,9
18/12/2018 23:00,0,1018,10,97,9
19/12/2018 0:00,0,1018,10,29,8
19/12/2018 1:00,0,1017,12,30,9
19/12/2018 2:00,0,1017,14,31,9
19/12/2018 3:00,0,1017,16,32,9
19/12/2018 4:00,0,1017,14,31,9
19/12/2018 5:00,0,1017,14,30,10
19/12/2018 6:00,0,1018,14,29,10
19/12/2018 7:00,0,1018,14,27,10
19/12/2018 8:00,0,1018,14,26,10
19/12/2018 9:00,0,1019,16,24,9
19/12/2018 10:00,0,1019,18,56,9
19/12/2018 11:00,0,1018,20,88,10
19/12/2018 12:00,0,1018,22,119,10
19/12/2018 13:00,0,1017,22,188,11
19/12/2018 14:00,0,1017,22,256,13
19/12/2018 15:00,0,1016,22,324,14
19/12/2018 16:00,0,1017,20,327,16
19/12/2018 17:00,0,1017,20,330,17
19/12/2018 18:00,0,1017,18,333,19
19/12/2018 19:00,0,1017,18,302,18
19/12/2018 20:00,0,1018,16,271,16
19/12/2018 21:00,0,1018,16,240,15
19/12/2018 22:00,0,1018,14,166,14
19/12/2018 23:00,0,1018,14,93,13
20/12/2018 0:00,0,1018,14,19,12
20/12/2018 1:00,0,1017,14,20,12
20/12/2018 2:00,0,1017,14,21,12
20/12/2018 3:00,0,1017,16,23,12
20/12/2018 4:00,0,1017,14,24,12
20/12/2018 5:00,0,1018,14,25,12
20/12/2018 6:00,0,1018,14,27,12
20/12/2018 7:00,0,1019,14,26,11
20/12/2018 8:00,0,1019,14,25,10
20/12/2018 9:00,0,1020,16,24,10
20/12/2018 10:00,0,1019,18,54,10
20/12/2018 11:00,0,1019,20,85,9
20/12/2018 12:00,0,1019,22,115,9
20/12/2018 13:00,0,1018,22,181,11
20/12/2018 14:00,0,1017,22,248,13
20/12/2018 15:00,0,1017,22,314,14
20/12/2018 16:00,0,1017,22,318,15
20/12/2018 17:00,0,1017,22,321,15
20/12/2018 18:00,0,1017,20,325,15
20/12/2018 19:00,0,1017,20,294,14
20/12/2018 20:00,0,1017,20,263,12
20/12/2018 21:00,0,1017,20,232,11
20/12/2018 22:00,0,1017,20,161,10
20/12/2018 23:00,0,1017,20,90,9
21/12/2018 0:00,0,1017,20,18,9
21/12/2018 1:00,0,1017,18,24,8
21/12/2018 2:00,0,1017,18,29,8
21/12/2018 3:00,0,1016,18,34,8
21/12/2018 4:00,0,1017,18,38,8
21/12/2018 5:00,0,1017,16,43,8
21/12/2018 6:00,0,1017,16,47,8
21/12/2018 7:00,0,1017,16,48,7
21/12/2018 8:00,0,1018,18,50,7
21/12/2018 9:00,0,1018,18,51,6
21/12/2018 10:00,0,1018,20,76,6
21/12/2018 11:00,0,1017,22,102,6
21/12/2018 12:00,0,1017,24,127,6
21/12/2018 13:00,0,1016,24,181,8
21/12/2018 14:00,0,1016,24,236,11
21/12/2018 15:00,0,1015,24,290,13
21/12/2018 16:00,0,1015,22,297,14
21/12/2018 17:00,0,1015,22,304,14
21/12/2018 18:00,0,1015,20,310,15
21/12/2018 19:00,0,1016,20,284,13
21/12/2018 20:00,0,1016,20,258,12
21/12/2018 21:00,0,1017,20,231,10
21/12/2018 22:00,0,1017,20,163,9
21/12/2018 23:00,0,1017,20,95,8
22/12/2018 0:00,0,1016,20,27,6
22/12/2018 1:00,0,1016,20,27,6
22/12/2018 2:00,0,1016,20,27,6
22/12/2018 3:00,0,1015,18,27,6
22/12/2018 4:00,1,1016,18,25,7
22/12/2018 5:00,2,1016,16,22,7
22/12/2018 6:00,2,1016,14,20,8
22/12/2018 7:00,3,1016,14,55,8
22/12/2018 8:00,4,1016,14,90,8
22/12/2018 9:00,5,1017,14,126,8
22/12/2018 10:00,6,1016,14,195,9
22/12/2018 11:00,6,1016,16,265,9
22/12/2018 12:00,7,1016,18,335,10
22/12/2018 13:00,6,1015,18,327,12
22/12/2018 14:00,6,1015,18,318,14
22/12/2018 15:00,5,1014,18,310,17
22/12/2018 16:00,4,1014,16,314,16
22/12/2018 17:00,3,1014,16,319,16
22/12/2018 18:00,2,1014,14,324,16
22/12/2018 19:00,2,1015,12,292,15
22/12/2018 20:00,1,1015,8,260,13
22/12/2018 21:00,0,1015,6,228,12
22/12/2018 22:00,0,1015,6,152,12
22/12/2018 23:00,0,1015,6,77,12
23/12/2018 0:00,0,1015,6,2,12
23/12/2018 1:00,0,1015,8,4,12
23/12/2018 2:00,0,1015,10,7,12
23/12/2018 3:00,0,1014,14,9,13
23/12/2018 4:00,0,1014,12,13,13
23/12/2018 5:00,0,1015,12,17,12
23/12/2018 6:00,0,1015,12,21,12
23/12/2018 7:00,0,1015,12,19,12
23/12/2018 8:00,0,1015,12,18,12
23/12/2018 9:00,0,1016,14,17,12
23/12/2018 10:00,0,1016,14,50,13
23/12/2018 11:00,0,1015,16,84,13
23/12/2018 12:00,0,1015,18,118,14
23/12/2018 13:00,0,1014,18,191,16
23/12/2018 14:00,0,1014,18,263,18
23/12/2018 15:00,0,1013,18,336,19
23/12/2018 16:00,0,1014,18,338,21
23/12/2018 17:00,0,1014,16,340,22
23/12/2018 18:00,0,1014,14,342,23
23/12/2018 19:00,0,1014,12,309,22
23/12/2018 20:00,0,1014,12,275,22
23/12/2018 21:00,0,1015,10,242,21
23/12/2018 22:00,0,1015,10,167,20
23/12/2018 23:00,0,1015,10,92,19
24/12/2018 0:00,0,1015,10,18,17
24/12/2018 1:00,0,1014,10,20,17
24/12/2018 2:00,0,1014,10,23,16
24/12/2018 3:00,0,1014,12,25,16
24/12/2018 4:00,0,1014,10,29,15
24/12/2018 5:00,0,1014,10,32,15
24/12/2018 6:00,0,1015,10,35,15
24/12/2018 7:00,0,1015,10,39,15
24/12/2018 8:00,0,1015,10,42,14
24/12/2018 9:00,0,1016,12,45,14
24/12/2018 10:00,0,1016,14,80,13
24/12/2018 11:00,0,1015,18,115,12
24/12/2018 12:00,0,1015,20,151,11
24/12/2018 13:00,0,1014,22,214,11
24/12/2018 14:00,0,1014,22,277,12
24/12/2018 15:00,0,1013,24,340,12
24/12/2018 16:00,0,1013,22,338,14
24/12/2018 17:00,0,1014,20,336,17
24/12/2018 18:00,0,1014,18,335,19
24/12/2018 19:00,0,1014,16,302,19
24/12/2018 20:00,0,1015,14,269,19
24/12/2018 21:00,0,1015,12,236,18
24/12/2018 22:00,0,1015,12,164,17
24/12/2018 23:00,0,1015,10,93,15
25/12/2018 0:00,0,1015,10,21,13
25/12/2018 1:00,0,1015,12,31,12
25/12/2018 2:00,0,1015,14,41,12
25/12/2018 3:00,0,1015,16,51,11
25/12/2018 4:00,0,1015,14,54,11
25/12/2018 5:00,0,1015,14,58,11
25/12/2018 6:00,0,1015,14,61,12
25/12/2018 7:00,0,1015,14,61,11
25/12/2018 8:00,0,1016,14,61,11
25/12/2018 9:00,0,1016,14,60,10
25/12/2018 10:00,0,1016,16,87,10
25/12/2018 11:00,0,1015,20,114,9
25/12/2018 12:00,0,1015,22,141,9
25/12/2018 13:00,0,1014,22,199,10
25/12/2018 14:00,0,1014,22,257,12
25/12/2018 15:00,0,1013,22,315,14
25/12/2018 16:00,0,1013,20,318,15
25/12/2018 17:00,0,1013,18,321,17
25/12/2018 18:00,0,1013,18,325,18
25/12/2018 19:00,0,1014,16,293,17
25/12/2018 20:00,0,1014,16,262,16
25/12/2018 21:00,0,1014,16,231,15
25/12/2018 22:00,0,1014,14,158,14
25/12/2018 23:00,0,1014,14,85,14
26/12/2018 0:00,0,1014,14,12,13
26/12/2018 1:00,0,1014,14,15,13
26/12/2018 2:00,0,1014,12,17,12
26/12/2018 3:00,0,1014,12,19,12
26/12/2018 4:00,0,1014,12,20,12
26/12/2018 5:00,0,1014,12,22,12
26/12/2018 6:00,0,1015,10,23,12
26/12/2018 7:00,0,1015,12,21,12
26/12/2018 8:00,0,1016,12,19,12
26/12/2018 9:00,0,1016,12,17,11
26/12/2018 10:00,0,1016,14,48,11
26/12/2018 11:00,0,1015,16,80,11
26/12/2018 12:00,0,1015,18,111,11
26/12/2018 13:00,0,1014,18,181,13
26/12/2018 14:00,0,1014,18,251,14
26/12/2018 15:00,0,1013,20,321,16
26/12/2018 16:00,0,1013,18,324,17
26/12/2018 17:00,0,1013,16,327,18
26/12/2018 18:00,0,1013,16,330,18
26/12/2018 19:00,0,1014,16,298,17
26/12/2018 20:00,0,1014,16,265,15
26/12/2018 21:00,0,1014,16,233,14
26/12/2018 22:00,0,1014,16,159,13
26/12/2018 23:00,0,1014,14,86,12
27/12/2018 0:00,0,1014,14,13,11
27/12/2018 1:00,0,1014,14,18,11
27/12/2018 2:00,0,1014,14,23,10
27/12/2018 3:00,0,1013,14,29,10
27/12/2018 4:00,0,1013,14,33,10
27/12/2018 5:00,0,1014,12,37,10
27/12/2018 6:00,0,1014,12,41,10
27/12/2018 7:00,0,1014,12,39,10
27/12/2018 8:00,0,1015,14,36,9
27/12/2018 9:00,0,1015,14,34,9
27/12/2018 10:00,0,1015,16,62,9
27/12/2018 11:00,0,1014,18,91,8
27/12/2018 12:00,0,1014,20,119,8
27/12/2018 13:00,0,1013,20,182,10
27/12/2018 14:00,0,1013,20,245,12
27/12/2018 15:00,0,1012,22,307,14
27/12/2018 16:00,0,1012,20,312,15
27/12/2018 17:00,0,1012,18,318,15
27/12/2018 18:00,0,1013,16,323,15
27/12/2018 19:00,0,1013,14,293,14
27/12/2018 20:00,0,1013,12,264,12
27/12/2018 21:00,0,1014,10,234,11
27/12/2018 22:00,0,1014,10,162,10
27/12/2018 23:00,0,1014,10,90,10
28/12/2018 0:00,0,1014,12,18,9
28/12/2018 1:00,0,1014,12,20,9
28/12/2018 2:00,0,1013,14,23,9
28/12/2018 3:00,0,1013,16,26,9
28/12/2018 4:00,0,1013,14,25,9
28/12/2018 5:00,0,1014,14,24,9
28/12/2018 6:00,0,1014,14,23,9
28/12/2018 7:00,0,1014,14,59,10
28/12/2018 8:00,0,1015,14,96,10
28/12/2018 9:00,0,1015,14,132,10
28/12/2018 10:00,0,1015,16,202,10
28/12/2018 11:00,0,1015,18,273,10
28/12/2018 12:00,0,1015,20,343,10
28/12/2018 13:00,0,1014,20,332,12
28/12/2018 14:00,0,1014,20,321,14
28/12/2018 15:00,0,1013,20,310,15
28/12/2018 16:00,0,1013,18,314,16
28/12/2018 17:00,0,1013,18,318,16
28/12/2018 18:00,0,1013,16,321,16
28/12/2018 19:00,0,1014,14,290,14
28/12/2018 20:00,0,1014,14,259,13
28/12/2018 21:00,0,1015,12,228,11
28/12/2018 22:00,0,1014,12,155,9
28/12/2018 23:00,0,1014,12,82,8
29/12/2018 0:00,0,1014,12,9,7
29/12/2018 1:00,0,1014,14,9,7
29/12/2018 2:00,0,1014,14,8,7
29/12/2018 3:00,0,1013,16,8,8
29/12/2018 4:00,0,1013,14,8,8
29/12/2018 5:00,0,1014,14,8,9
29/12/2018 6:00,0,1014,12,8,10
29/12/2018 7:00,0,1014,12,47,10
29/12/2018 8:00,0,1014,12,86,10
29/12/2018 9:00,0,1015,14,125,10
29/12/2018 10:00,0,1015,14,196,11
29/12/2018 11:00,0,1015,16,267,11
29/12/2018 12:00,0,1014,18,338,12
29/12/2018 13:00,0,1014,18,330,13
29/12/2018 14:00,0,1013,18,321,15
29/12/2018 15:00,0,1013,18,312,16
29/12/2018 16:00,0,1013,18,316,17
29/12/2018 17:00,0,1013,16,319,17
29/12/2018 18:00,0,1013,16,322,18
29/12/2018 19:00,0,1014,14,291,16
29/12/2018 20:00,0,1014,14,260,15
29/12/2018 21:00,0,1015,12,228,14
29/12/2018 22:00,0,1015,12,154,13
29/12/2018 23:00,0,1015,10,80,12
30/12/2018 0:00,0,1015,10,5,12
30/12/2018 1:00,0,1014,10,6,12
30/12/2018 2:00,0,1014,10,7,12
30/12/2018 3:00,0,1014,12,7,13
30/12/2018 4:00,0,1014,10,10,13
30/12/2018 5:00,0,1014,10,13,14
30/12/2018 6:00,0,1015,10,16,14
30/12/2018 7:00,0,1015,10,16,14
30/12/2018 8:00,0,1016,10,16,14
30/12/2018 9:00,0,1016,12,16,14
30/12/2018 10:00,0,1016,12,49,14
30/12/2018 11:00,0,1016,14,82,15
30/12/2018 12:00,0,1016,16,115,15
30/12/2018 13:00,0,1015,18,187,16
30/12/2018 14:00,0,1014,18,258,18
30/12/2018 15:00,0,1014,18,330,19
30/12/2018 16:00,0,1014,16,332,20
30/12/2018 17:00,0,1014,16,335,21
30/12/2018 18:00,0,1014,14,337,22
30/12/2018 19:00,0,1014,12,304,21
30/12/2018 20:00,0,1014,12,272,20
30/12/2018 21:00,0,1015,10,239,19
30/12/2018 22:00,0,1015,10,163,18
30/12/2018 23:00,0,1015,8,88,16
31/12/2018 0:00,0,1015,8,13,15
31/12/2018 1:00,0,1014,10,15,15
31/12/2018 2:00,0,1014,10,18,14
31/12/2018 3:00,0,1014,12,21,14
31/12/2018 4:00,0,1014,12,25,14
31/12/2018 5:00,0,1014,12,29,14
31/12/2018 6:00,0,1014,10,33,13
31/12/2018 7:00,0,1014,12,35,13
31/12/2018 8:00,0,1015,12,37,12
31/12/2018 9:00,0,1015,14,39,11
31/12/2018 10:00,0,1015,16,71,11
31/12/2018 11:00,0,1015,18,103,10
31/12/2018 12:00,0,1015,22,135,10
31/12/2018 13:00,0,1014,22,201,11
31/12/2018 14:00,0,1013,22,267,13
31/12/2018 15:00,0,1013,24,332,14
31/12/2018 16:00,0,1013,22,333,16
31/12/2018 17:00,0,1013,20,334,18
31/12/2018 18:00,0,1013,18,334,20
31/12/2018 19:00,0,1013,18,302,19
31/12/2018 20:00,0,1014,16,271,18
31/12/2018 21:00,0,1014,14,239,17
31/12/2018 22:00,0,1014,14,172,15
31/12/2018 23:00,0,1014,14,104,14
1/1/2019 0:00,0,1014,14,37,12
1/1/2019 1:00,0,1014,14,45,12
1/1/2019 2:00,0,1014,16,54,12
1/1/2019 3:00,1,1014,16,62,12
1/1/2019 4:00,1,1014,16,63,12
1/1/2019 5:00,1,1014,14,64,12
1/1/2019 6:00,1,1014,14,65,13
1/1/2019 7:00,1,1015,14,65,12
1/1/2019 8:00,0,1015,16,65,12
1/1/2019 9:00,0,1016,16,66,12
1/1/2019 10:00,0,1016,18,94,11
1/1/2019 11:00,0,1015,20,122,10
1/1/2019 12:00,0,1015,22,150,10
1/1/2019 13:00,0,1015,22,204,11
1/1/2019 14:00,0,1014,24,257,13
1/1/2019 15:00,0,1014,24,311,14
1/1/2019 16:00,0,1014,22,315,16
1/1/2019 17:00,0,1014,20,320,18
1/1/2019 18:00,0,1014,18,325,19
1/1/2019 19:00,0,1014,16,296,18
1/1/2019 20:00,0,1014,16,267,17
1/1/2019 21:00,0,1015,14,238,15
1/1/2019 22:00,0,1015,14,165,14
1/1/2019 23:00,0,1015,12,93,12
2/1/2019 0:00,0,1015,12,20,10
2/1/2019 1:00,0,1014,14,23,9
2/1/2019 2:00,0,1014,16,26,9
2/1/2019 3:00,0,1014,18,28,9
2/1/2019 4:00,0,1014,18,36,9
2/1/2019 5:00,0,1014,18,44,9
2/1/2019 6:00,0,1014,16,51,9
2/1/2019 7:00,0,1015,16,53,9
2/1/2019 8:00,0,1015,18,54,8
2/1/2019 9:00,0,1016,18,56,8
2/1/2019 10:00,0,1015,20,82,8
2/1/2019 11:00,0,1015,22,107,8
2/1/2019 12:00,0,1015,22,133,8
2/1/2019 13:00,0,1014,22,188,10
2/1/2019 14:00,0,1014,22,242,13
2/1/2019 15:00,0,1013,22,296,15
2/1/2019 16:00,0,1013,20,303,16
2/1/2019 17:00,0,1013,18,309,16
2/1/2019 18:00,1,1013,16,316,17
2/1/2019 19:00,1,1014,12,289,15
2/1/2019 20:00,1,1014,10,262,13
2/1/2019 21:00,2,1014,8,235,11
2/1/2019 22:00,2,1014,8,163,10
2/1/2019 23:00,2,1014,8,92,9
3/1/2019 0:00,1,1014,8,20,8
3/1/2019 1:00,1,1014,12,20,8
3/1/2019 2:00,0,1014,14,20,9
3/1/2019 3:00,0,1013,18,20,9
3/1/2019 4:00,0,1013,16,21,10
3/1/2019 5:00,0,1013,16,21,10
3/1/2019 6:00,0,1014,16,22,10
3/1/2019 7:00,0,1014,16,22,10
3/1/2019 8:00,0,1014,16,22,10
3/1/2019 9:00,0,1015,16,22,10
3/1/2019 10:00,0,1015,18,53,10
3/1/2019 11:00,0,1014,20,84,11
3/1/2019 12:00,0,1014,22,115,11
3/1/2019 13:00,0,1014,22,184,13
3/1/2019 14:00,0,1013,22,252,15
3/1/2019 15:00,0,1012,22,321,17
3/1/2019 16:00,0,1012,22,324,18
3/1/2019 17:00,0,1012,20,327,18
3/1/2019 18:00,0,1012,18,329,19
3/1/2019 19:00,0,1013,18,298,18
3/1/2019 20:00,0,1013,16,267,17
3/1/2019 21:00,0,1013,16,235,16
3/1/2019 22:00,0,1013,14,163,15
3/1/2019 23:00,0,1013,14,90,13
4/1/2019 0:00,0,1013,14,17,12
4/1/2019 1:00,0,1013,14,19,11
4/1/2019 2:00,0,1013,16,21,11
4/1/2019 3:00,0,1013,18,23,11
4/1/2019 4:00,0,1013,16,24,11
4/1/2019 5:00,0,1013,16,25,11
4/1/2019 6:00,0,1013,16,26,11
4/1/2019 7:00,0,1014,16,24,10
4/1/2019 8:00,0,1014,16,22,10
4/1/2019 9:00,0,1015,18,20,9
4/1/2019 10:00,0,1015,18,50,9
4/1/2019 11:00,0,1014,20,79,9
4/1/2019 12:00,0,1014,22,108,8
4/1/2019 13:00,0,1014,22,172,11
4/1/2019 14:00,0,1013,22,236,13
4/1/2019 15:00,0,1013,22,300,15
4/1/2019 16:00,0,1013,22,304,15
4/1/2019 17:00,0,1013,20,309,16
4/1/2019 18:00,0,1013,18,314,16
4/1/2019 19:00,0,1013,16,285,14
4/1/2019 20:00,0,1013,14,257,12
